record_id,timestamp,motor_id,rpm,temperature_c,vibration_mm_s,current_a,fault_label,severity,work_order,maintenance_report,model,temperature,top_p,prompt_template,validation_status
153,2026-02-08T00:00:00,MTR-1002,3142,49.4,10.6,22.5,Desbalanceamento de rotor,alta,WO-20260152,"Inspeção do motor MTR-1002: temperatura 49.4°C, vibração 10.6 mm/s, corrente 22.5 A. Diagnóstico: Desbalanceamento de rotor. Ação recomendada: realinhar e lubrificar.",gpt-4.1-mini,0.7,0.95,cot_analysis_v1,aprovado
154,2026-02-08T06:00:00,MTR-1003,3478,48.9,12.01,59.9,Desbalanceamento de rotor,alta,WO-20260153,"Inspeção do motor MTR-1003: temperatura 48.9°C, vibração 12.01 mm/s, corrente 59.9 A. Diagnóstico: Desbalanceamento de rotor. Ação recomendada: realinhar e lubrificar.",gemma-2-9b-it,0.2,0.9,cot_analysis_v1,aprovado
155,2026-02-08T12:00:00,MTR-1004,2932,101.4,9.35,92.5,Sobreaquecimento com desalinhamento,alta,WO-20260154,"Inspeção do motor MTR-1004: temperatura 101.4°C, vibração 9.35 mm/s, corrente 92.5 A. Diagnóstico: Sobreaquecimento com desalinhamento. Ação recomendada: realinhar e lubrificar.",gemma-2-9b-it,0.4,0.9,zero_shot_diag_v1,aprovado
156,2026-02-08T18:00:00,MTR-1005,2071,55.1,6.65,82.8,Operação normal,baixa,WO-20260155,"Inspeção do motor MTR-1005: temperatura 55.1°C, vibração 6.65 mm/s, corrente 82.8 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",llama-3.1-8b-instruct,0.7,0.9,zero_shot_diag_v1,aprovado
157,2026-02-09T00:00:00,MTR-1006,2341,82.3,10.32,82.6,Desbalanceamento de rotor,alta,WO-20260156,"Inspeção do motor MTR-1006: temperatura 82.3°C, vibração 10.32 mm/s, corrente 82.6 A. Diagnóstico: Desbalanceamento de rotor. Ação recomendada: realinhar e lubrificar.",gemma-2-9b-it,0.7,0.95,zero_shot_diag_v1,aprovado
158,2026-02-09T06:00:00,MTR-1007,2295,46.9,4.29,76.0,Operação normal,baixa,WO-20260157,"Inspeção do motor MTR-1007: temperatura 46.9°C, vibração 4.29 mm/s, corrente 76.0 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",llama-3.1-8b-instruct,0.4,0.85,few_shot_os_v2,aprovado
159,2026-02-09T12:00:00,MTR-1008,1786,81.8,5.73,26.3,Operação normal,baixa,WO-20260158,"Inspeção do motor MTR-1008: temperatura 81.8°C, vibração 5.73 mm/s, corrente 26.3 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",gemma-2-9b-it,0.2,0.85,few_shot_os_v2,aprovado
160,2026-02-09T18:00:00,MTR-1009,2740,72.3,5.05,44.6,Operação normal,baixa,WO-20260159,"Inspeção do motor MTR-1009: temperatura 72.3°C, vibração 5.05 mm/s, corrente 44.6 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",gemma-2-9b-it,0.4,0.95,zero_shot_diag_v1,aprovado
161,2026-02-10T00:00:00,MTR-1010,1415,55.1,9.73,19.0,Operação normal,baixa,WO-20260160,"Inspeção do motor MTR-1010: temperatura 55.1°C, vibração 9.73 mm/s, corrente 19.0 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",gpt-4.1-mini,0.4,0.9,roleplay_engineer_v1,aprovado
162,2026-02-10T06:00:00,MTR-1011,3189,84.5,5.88,32.2,Operação normal,baixa,WO-20260161,"Inspeção do motor MTR-1011: temperatura 84.5°C, vibração 5.88 mm/s, corrente 32.2 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",gemma-2-9b-it,0.2,0.9,roleplay_engineer_v1,aprovado
163,2026-02-10T12:00:00,MTR-1012,1654,63.4,8.87,53.9,Operação normal,baixa,WO-20260162,"Inspeção do motor MTR-1012: temperatura 63.4°C, vibração 8.87 mm/s, corrente 53.9 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",gemma-2-9b-it,0.4,0.85,few_shot_os_v2,aprovado
164,2026-02-10T18:00:00,MTR-1013,2818,109.0,1.82,31.4,Operação normal,baixa,WO-20260163,"Inspeção do motor MTR-1013: temperatura 109.0°C, vibração 1.82 mm/s, corrente 31.4 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",gpt-4.1-mini,0.2,0.9,cot_analysis_v1,aprovado
165,2026-02-11T00:00:00,MTR-1014,2543,52.8,6.82,49.5,Operação normal,baixa,WO-20260164,"Inspeção do motor MTR-1014: temperatura 52.8°C, vibração 6.82 mm/s, corrente 49.5 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",gpt-4.1-mini,0.4,0.95,few_shot_os_v2,aprovado
166,2026-02-11T06:00:00,MTR-1015,3249,81.3,8.75,43.3,Operação normal,baixa,WO-20260165,"Inspeção do motor MTR-1015: temperatura 81.3°C, vibração 8.75 mm/s, corrente 43.3 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",llama-3.1-8b-instruct,0.7,0.85,roleplay_engineer_v1,aprovado
167,2026-02-11T12:00:00,MTR-1016,1276,74.9,2.08,40.0,Operação normal,baixa,WO-20260166,"Inspeção do motor MTR-1016: temperatura 74.9°C, vibração 2.08 mm/s, corrente 40.0 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",llama-3.1-8b-instruct,0.7,0.9,roleplay_engineer_v1,aprovado
168,2026-02-11T18:00:00,MTR-1017,2385,52.5,1.44,41.0,Operação normal,baixa,WO-20260167,"Inspeção do motor MTR-1017: temperatura 52.5°C, vibração 1.44 mm/s, corrente 41.0 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",gemma-2-9b-it,0.4,0.95,cot_analysis_v1,aprovado
169,2026-02-12T00:00:00,MTR-1018,1560,73.4,2.4,49.9,Operação normal,baixa,WO-20260168,"Inspeção do motor MTR-1018: temperatura 73.4°C, vibração 2.4 mm/s, corrente 49.9 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",llama-3.1-8b-instruct,0.7,0.85,roleplay_engineer_v1,aprovado
170,2026-02-12T06:00:00,MTR-1019,2470,93.5,3.7,77.3,Operação normal,baixa,WO-20260169,"Inspeção do motor MTR-1019: temperatura 93.5°C, vibração 3.7 mm/s, corrente 77.3 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",gpt-4.1-mini,0.7,0.95,zero_shot_diag_v1,aprovado
171,2026-02-12T12:00:00,MTR-1020,3373,78.1,11.44,43.0,Desbalanceamento de rotor,alta,WO-20260170,"Inspeção do motor MTR-1020: temperatura 78.1°C, vibração 11.44 mm/s, corrente 43.0 A. Diagnóstico: Desbalanceamento de rotor. Ação recomendada: realinhar e lubrificar.",gemma-2-9b-it,0.7,0.85,few_shot_os_v2,aprovado
172,2026-02-12T18:00:00,MTR-1021,2248,57.8,8.01,75.8,Operação normal,baixa,WO-20260171,"Inspeção do motor MTR-1021: temperatura 57.8°C, vibração 8.01 mm/s, corrente 75.8 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",gemma-2-9b-it,0.2,0.85,roleplay_engineer_v1,aprovado
173,2026-02-13T00:00:00,MTR-1022,3100,94.0,9.79,50.9,Operação normal,baixa,WO-20260172,"Inspeção do motor MTR-1022: temperatura 94.0°C, vibração 9.79 mm/s, corrente 50.9 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",gemma-2-9b-it,0.7,0.95,cot_analysis_v1,aprovado
174,2026-02-13T06:00:00,MTR-1023,2494,54.8,1.97,50.4,Operação normal,baixa,WO-20260173,"Inspeção do motor MTR-1023: temperatura 54.8°C, vibração 1.97 mm/s, corrente 50.4 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",llama-3.1-8b-instruct,0.4,0.95,zero_shot_diag_v1,aprovado
175,2026-02-13T12:00:00,MTR-1024,2641,78.0,4.71,51.2,Operação normal,baixa,WO-20260174,"Inspeção do motor MTR-1024: temperatura 78.0°C, vibração 4.71 mm/s, corrente 51.2 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",gpt-4.1-mini,0.4,0.9,zero_shot_diag_v1,aprovado
176,2026-02-13T18:00:00,MTR-1000,1569,85.0,6.93,52.0,Operação normal,baixa,WO-20260175,"Inspeção do motor MTR-1000: temperatura 85.0°C, vibração 6.93 mm/s, corrente 52.0 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",gemma-2-9b-it,0.7,0.85,roleplay_engineer_v1,aprovado
177,2026-02-14T00:00:00,MTR-1001,3541,87.4,4.83,53.1,Operação normal,baixa,WO-20260176,"Inspeção do motor MTR-1001: temperatura 87.4°C, vibração 4.83 mm/s, corrente 53.1 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",gpt-4.1-mini,0.2,0.9,zero_shot_diag_v1,aprovado
178,2026-02-14T06:00:00,MTR-1002,2606,108.9,2.15,66.7,Operação normal,baixa,WO-20260177,"Inspeção do motor MTR-1002: temperatura 108.9°C, vibração 2.15 mm/s, corrente 66.7 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",gpt-4.1-mini,0.2,0.95,roleplay_engineer_v1,aprovado
179,2026-02-14T12:00:00,MTR-1003,2999,79.1,8.09,44.1,Operação normal,baixa,WO-20260178,"Inspeção do motor MTR-1003: temperatura 79.1°C, vibração 8.09 mm/s, corrente 44.1 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",llama-3.1-8b-instruct,0.4,0.9,cot_analysis_v1,aprovado
180,2026-02-14T18:00:00,MTR-1004,1414,96.3,8.51,20.3,Sobreaquecimento com desalinhamento,alta,WO-20260179,"Inspeção do motor MTR-1004: temperatura 96.3°C, vibração 8.51 mm/s, corrente 20.3 A. Diagnóstico: Sobreaquecimento com desalinhamento. Ação recomendada: realinhar e lubrificar.",gpt-4.1-mini,0.7,0.95,roleplay_engineer_v1,aprovado
181,2026-02-15T00:00:00,MTR-1005,1815,66.7,7.78,26.3,Operação normal,baixa,WO-20260180,"Inspeção do motor MTR-1005: temperatura 66.7°C, vibração 7.78 mm/s, corrente 26.3 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",llama-3.1-8b-instruct,0.4,0.95,roleplay_engineer_v1,aprovado
182,2026-02-15T06:00:00,MTR-1006,1728,83.7,11.8,39.8,Desbalanceamento de rotor,alta,WO-20260181,"Inspeção do motor MTR-1006: temperatura 83.7°C, vibração 11.8 mm/s, corrente 39.8 A. Diagnóstico: Desbalanceamento de rotor. Ação recomendada: realinhar e lubrificar.",llama-3.1-8b-instruct,0.7,0.9,few_shot_os_v2,aprovado
183,2026-02-15T12:00:00,MTR-1007,3356,51.1,8.78,55.7,Operação normal,baixa,WO-20260182,"Inspeção do motor MTR-1007: temperatura 51.1°C, vibração 8.78 mm/s, corrente 55.7 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",gpt-4.1-mini,0.4,0.9,few_shot_os_v2,aprovado
184,2026-02-15T18:00:00,MTR-1008,2077,67.2,9.86,30.4,Operação normal,baixa,WO-20260183,"Inspeção do motor MTR-1008: temperatura 67.2°C, vibração 9.86 mm/s, corrente 30.4 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",gpt-4.1-mini,0.2,0.85,cot_analysis_v1,aprovado
185,2026-02-16T00:00:00,MTR-1009,1614,78.0,7.3,74.1,Operação normal,baixa,WO-20260184,"Inspeção do motor MTR-1009: temperatura 78.0°C, vibração 7.3 mm/s, corrente 74.1 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",gemma-2-9b-it,0.2,0.95,cot_analysis_v1,aprovado
186,2026-02-16T06:00:00,MTR-1010,1736,83.8,2.94,29.5,Operação normal,baixa,WO-20260185,"Inspeção do motor MTR-1010: temperatura 83.8°C, vibração 2.94 mm/s, corrente 29.5 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",gemma-2-9b-it,0.7,0.85,roleplay_engineer_v1,aprovado
187,2026-02-16T12:00:00,MTR-1011,1378,71.7,8.84,34.0,Operação normal,baixa,WO-20260186,"Inspeção do motor MTR-1011: temperatura 71.7°C, vibração 8.84 mm/s, corrente 34.0 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",llama-3.1-8b-instruct,0.7,0.9,roleplay_engineer_v1,aprovado
188,2026-02-16T18:00:00,MTR-1012,2158,79.7,4.7,79.7,Operação normal,baixa,WO-20260187,"Inspeção do motor MTR-1012: temperatura 79.7°C, vibração 4.7 mm/s, corrente 79.7 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",llama-3.1-8b-instruct,0.2,0.9,roleplay_engineer_v1,aprovado
189,2026-02-17T00:00:00,MTR-1013,3091,95.0,9.99,55.2,Operação normal,baixa,WO-20260188,"Inspeção do motor MTR-1013: temperatura 95.0°C, vibração 9.99 mm/s, corrente 55.2 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",llama-3.1-8b-instruct,0.2,0.85,few_shot_os_v2,aprovado
190,2026-02-17T06:00:00,MTR-1014,2224,48.4,6.63,44.7,Operação normal,baixa,WO-20260189,"Inspeção do motor MTR-1014: temperatura 48.4°C, vibração 6.63 mm/s, corrente 44.7 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",gpt-4.1-mini,0.7,0.95,zero_shot_diag_v1,aprovado
191,2026-02-17T12:00:00,MTR-1015,2367,50.5,3.01,50.9,Operação normal,baixa,WO-20260190,"Inspeção do motor MTR-1015: temperatura 50.5°C, vibração 3.01 mm/s, corrente 50.9 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",gemma-2-9b-it,0.2,0.9,zero_shot_diag_v1,aprovado
192,2026-02-17T18:00:00,MTR-1016,2109,98.1,11.2,89.4,Sobreaquecimento com desalinhamento,alta,WO-20260191,"Inspeção do motor MTR-1016: temperatura 98.1°C, vibração 11.2 mm/s, corrente 89.4 A. Diagnóstico: Sobreaquecimento com desalinhamento. Ação recomendada: realinhar e lubrificar.",llama-3.1-8b-instruct,0.2,0.9,cot_analysis_v1,aprovado
193,2026-02-18T00:00:00,MTR-1017,1534,69.4,1.52,89.5,Sobrecorrente por atrito mecânico,alta,WO-20260192,"Inspeção do motor MTR-1017: temperatura 69.4°C, vibração 1.52 mm/s, corrente 89.5 A. Diagnóstico: Sobrecorrente por atrito mecânico. Ação recomendada: realinhar e lubrificar.",gemma-2-9b-it,0.7,0.9,few_shot_os_v2,aprovado
194,2026-02-18T06:00:00,MTR-1018,2375,104.6,6.54,81.5,Operação normal,baixa,WO-20260193,"Inspeção do motor MTR-1018: temperatura 104.6°C, vibração 6.54 mm/s, corrente 81.5 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",gemma-2-9b-it,0.4,0.9,zero_shot_diag_v1,aprovado
195,2026-02-18T12:00:00,MTR-1019,1524,46.2,3.64,27.0,Operação normal,baixa,WO-20260194,"Inspeção do motor MTR-1019: temperatura 46.2°C, vibração 3.64 mm/s, corrente 27.0 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",gemma-2-9b-it,0.7,0.95,roleplay_engineer_v1,aprovado
196,2026-02-18T18:00:00,MTR-1020,1655,95.5,3.89,24.7,Operação normal,baixa,WO-20260195,"Inspeção do motor MTR-1020: temperatura 95.5°C, vibração 3.89 mm/s, corrente 24.7 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",gpt-4.1-mini,0.4,0.95,roleplay_engineer_v1,aprovado
197,2026-02-19T00:00:00,MTR-1021,1457,52.2,11.43,62.7,Desbalanceamento de rotor,alta,WO-20260196,"Inspeção do motor MTR-1021: temperatura 52.2°C, vibração 11.43 mm/s, corrente 62.7 A. Diagnóstico: Desbalanceamento de rotor. Ação recomendada: realinhar e lubrificar.",gpt-4.1-mini,0.7,0.95,few_shot_os_v2,aprovado
198,2026-02-19T06:00:00,MTR-1022,2393,72.9,8.15,34.2,Operação normal,baixa,WO-20260197,"Inspeção do motor MTR-1022: temperatura 72.9°C, vibração 8.15 mm/s, corrente 34.2 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",llama-3.1-8b-instruct,0.2,0.95,zero_shot_diag_v1,aprovado
199,2026-02-19T12:00:00,MTR-1023,3344,108.4,1.96,57.1,Operação normal,baixa,WO-20260198,"Inspeção do motor MTR-1023: temperatura 108.4°C, vibração 1.96 mm/s, corrente 57.1 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",gemma-2-9b-it,0.7,0.95,zero_shot_diag_v1,aprovado
200,2026-02-19T18:00:00,MTR-1024,2799,101.8,1.69,46.0,Operação normal,baixa,WO-20260199,"Inspeção do motor MTR-1024: temperatura 101.8°C, vibração 1.69 mm/s, corrente 46.0 A. Diagnóstico: Operação normal. Ação recomendada: manter monitoramento padrão.",llama-3.1-8b-instruct,0.4,0.95,zero_shot_diag_v1,aprovado
